temp_Celsius,time_dayofweek,time_year,time_month,time_dayofmonth,time_hour,rain_1h,snow_1h,clouds_all,traffic_volume
9.430000000000007,6,2012,10,14,2,0.0,0.0,90,654
9.080000000000041,6,2012,10,14,3,0.0,0.0,90,364
8.930000000000007,6,2012,10,14,4,0.0,0.0,90,262
9.080000000000041,6,2012,10,14,5,0.0,0.0,90,505
9.090000000000032,6,2012,10,14,6,0.0,0.0,90,861
9.090000000000032,6,2012,10,14,7,0.0,0.0,90,1132
9.090000000000032,6,2012,10,14,8,0.0,0.0,57,1797
9.28000000000003,6,2012,10,14,9,0.0,0.0,57,2685
9.28000000000003,6,2012,10,14,9,0.0,0.0,57,2685
9.28000000000003,6,2012,10,14,9,0.0,0.0,57,2685
9.180000000000007,6,2012,10,14,10,0.0,0.0,57,3370
9.180000000000007,6,2012,10,14,10,0.0,0.0,57,3370
9.670000000000016,6,2012,10,14,11,0.0,0.0,57,3662
9.670000000000016,6,2012,10,14,11,0.0,0.0,57,3662
10.180000000000007,6,2012,10,14,12,0.0,0.0,57,4076
10.180000000000007,6,2012,10,14,12,0.0,0.0,57,4076
10.180000000000007,6,2012,10,14,12,0.0,0.0,57,4076
10.600000000000023,6,2012,10,14,13,0.0,0.0,93,4128
10.600000000000023,6,2012,10,14,13,0.0,0.0,93,4128
10.600000000000023,6,2012,10,14,13,0.0,0.0,93,4128
10.939999999999998,6,2012,10,14,14,0.0,0.0,93,4358
10.939999999999998,6,2012,10,14,14,0.0,0.0,93,4358
10.939999999999998,6,2012,10,14,14,0.0,0.0,93,4358
11.400000000000034,6,2012,10,14,15,0.0,0.0,93,4342
11.400000000000034,6,2012,10,14,15,0.0,0.0,93,4342
11.53000000000003,6,2012,10,14,16,0.0,0.0,93,4234
11.490000000000009,6,2012,10,14,17,0.0,0.0,93,4271
11.490000000000009,6,2012,10,14,17,0.0,0.0,93,4271
11.25,6,2012,10,14,18,0.0,0.0,93,4080
11.020000000000039,6,2012,10,14,19,0.0,0.0,93,3453
10.879999999999995,6,2012,10,14,20,0.0,0.0,93,2718
10.430000000000007,6,2012,10,14,21,0.0,0.0,93,2439
9.890000000000043,6,2012,10,14,22,0.0,0.0,93,1819
8.800000000000011,6,2012,10,14,23,0.0,0.0,93,1002
8.800000000000011,6,2012,10,14,23,0.0,0.0,93,1002
8.460000000000036,0,2012,10,15,0,0.0,0.0,93,542
8.460000000000036,0,2012,10,15,0,0.0,0.0,93,542
8.420000000000016,0,2012,10,15,1,0.0,0.0,85,303
8.270000000000039,0,2012,10,15,2,0.0,0.0,85,239
8.140000000000043,0,2012,10,15,3,0.0,0.0,85,335
8.140000000000043,0,2012,10,15,3,0.0,0.0,85,335
7.8700000000000045,0,2012,10,15,4,0.0,0.0,85,810
7.8700000000000045,0,2012,10,15,4,0.0,0.0,85,810
7.670000000000016,0,2012,10,15,5,0.0,0.0,85,2606
7.670000000000016,0,2012,10,15,5,0.0,0.0,85,2606
7.240000000000009,0,2012,10,15,6,0.0,0.0,85,5714
7.0400000000000205,0,2012,10,15,7,0.0,0.0,100,6798
6.670000000000016,0,2012,10,15,8,0.0,0.0,100,6114
6.600000000000023,0,2012,10,15,9,0.0,0.0,100,5094
6.920000000000016,0,2012,10,15,10,0.0,0.0,100,4473
7.170000000000016,0,2012,10,15,11,0.0,0.0,90,4529
8.57000000000005,0,2012,10,15,12,0.0,0.0,100,4823
10.860000000000014,0,2012,10,15,13,0.0,0.0,40,4872
12.730000000000018,0,2012,10,15,14,0.0,0.0,1,5238
13.720000000000027,0,2012,10,15,15,0.0,0.0,1,5584
14.450000000000045,0,2012,10,15,16,0.0,0.0,20,6246
14.120000000000005,0,2012,10,15,17,0.0,0.0,20,5957
13.03000000000003,0,2012,10,15,18,0.0,0.0,20,4535
12.050000000000011,0,2012,10,15,19,0.0,0.0,75,3234
11.53000000000003,0,2012,10,15,20,0.0,0.0,75,2677
11.340000000000032,0,2012,10,15,21,0.0,0.0,90,2077
10.390000000000043,0,2012,10,15,22,0.0,0.0,20,1380
9.180000000000007,0,2012,10,15,23,0.0,0.0,75,927
8.060000000000002,1,2012,10,16,0,0.0,0.0,20,500
6.720000000000027,1,2012,10,16,1,0.0,0.0,1,324
5.78000000000003,1,2012,10,16,2,0.0,0.0,1,257
4.760000000000048,1,2012,10,16,3,0.0,0.0,1,354
4.060000000000002,1,2012,10,16,4,0.0,0.0,1,769
3.4600000000000364,1,2012,10,16,5,0.0,0.0,1,2769
2.9600000000000364,1,2012,10,16,6,0.0,0.0,1,5789
1.660000000000025,1,2012,10,16,7,0.0,0.0,20,7055
1.8400000000000318,1,2012,10,16,8,0.0,0.0,20,6408
4.760000000000048,1,2012,10,16,9,0.0,0.0,20,5254
7.560000000000002,1,2012,10,16,10,0.0,0.0,20,4547
10.700000000000045,1,2012,10,16,11,0.0,0.0,20,4784
12.860000000000014,1,2012,10,16,12,0.0,0.0,40,5015
13.160000000000025,1,2012,10,16,13,0.0,0.0,1,5057
15.0,1,2012,10,16,14,0.0,0.0,75,5430
16.0,1,2012,10,16,15,0.0,0.0,75,5813
15.840000000000032,1,2012,10,16,16,0.0,0.0,75,6496
15.710000000000036,1,2012,10,16,17,0.0,0.0,75,6429
15.010000000000048,1,2012,10,16,18,0.0,0.0,90,5142
14.129999999999995,1,2012,10,16,19,0.0,0.0,68,3311
13.890000000000043,1,2012,10,16,20,0.0,0.0,90,2777
13.75,1,2012,10,16,21,0.0,0.0,90,2331
13.939999999999998,1,2012,10,16,22,0.0,0.0,90,1767
13.939999999999998,1,2012,10,16,23,0.0,0.0,90,1093
13.740000000000009,2,2012,10,17,0,0.0,0.0,75,554
13.78000000000003,2,2012,10,17,1,0.0,0.0,75,333
13.78000000000003,2,2012,10,17,2,0.0,0.0,90,267
13.920000000000016,2,2012,10,17,3,0.0,0.0,90,358
13.410000000000025,2,2012,10,17,4,0.0,0.0,75,777
12.760000000000048,2,2012,10,17,5,0.0,0.0,90,2732
12.140000000000043,2,2012,10,17,6,0.0,0.0,90,5637
11.770000000000039,2,2012,10,17,7,0.0,0.0,75,5564
12.200000000000045,2,2012,10,17,8,0.0,0.0,75,6274
12.57000000000005,2,2012,10,17,9,0.0,0.0,100,5403
12.57000000000005,2,2012,10,17,9,0.0,0.0,100,5403
13.939999999999998,2,2012,10,17,10,0.0,0.0,75,4680
15.160000000000025,2,2012,10,17,11,0.0,0.0,75,4642
15.460000000000036,2,2012,10,17,12,0.0,0.0,1,4979
17.170000000000016,2,2012,10,17,13,0.0,0.0,1,4851
18.210000000000036,2,2012,10,17,14,0.0,0.0,1,4291
18.860000000000014,2,2012,10,17,15,0.0,0.0,1,4714
19.460000000000036,2,2012,10,17,16,0.0,0.0,1,6723
19.5,2,2012,10,17,17,0.0,0.0,1,6180
17.370000000000005,2,2012,10,17,18,0.0,0.0,40,4843
15.200000000000045,2,2012,10,17,19,0.0,0.0,40,3435
13.57000000000005,2,2012,10,17,20,0.0,0.0,40,2921
12.340000000000032,2,2012,10,17,21,0.0,0.0,40,2763
11.07000000000005,2,2012,10,17,22,0.0,0.0,20,1930
10.650000000000034,2,2012,10,17,23,0.0,0.0,20,1160
10.57000000000005,3,2012,10,18,0,0.0,0.0,20,654
9.650000000000034,3,2012,10,18,1,0.0,0.0,40,374
9.170000000000016,3,2012,10,18,2,0.0,0.0,99,301
9.230000000000018,3,2012,10,18,3,0.0,0.0,99,397
9.610000000000014,3,2012,10,18,4,0.0,0.0,90,794
9.730000000000018,3,2012,10,18,5,0.0,0.0,99,2564
11.03000000000003,3,2012,10,18,6,0.0,0.0,75,5358
11.54000000000002,3,2012,10,18,7,0.0,0.0,90,6441
11.850000000000023,3,2012,10,18,8,0.0,0.0,90,5536
13.75,3,2012,10,18,9,0.0,0.0,99,5256
15.200000000000045,3,2012,10,18,10,0.0,0.0,90,4619
16.439999999999998,3,2012,10,18,11,0.0,0.0,90,5107
15.120000000000005,3,2012,10,18,12,0.0,0.0,99,5147
13.260000000000048,3,2012,10,18,13,0.0,0.0,90,5283
12.810000000000002,3,2012,10,18,14,0.0,0.0,90,5704
13.890000000000043,3,2012,10,18,15,0.0,0.0,90,5887
14.03000000000003,3,2012,10,18,16,0.0,0.0,90,6307
13.79000000000002,3,2012,10,18,17,0.0,0.0,90,5953
12.860000000000014,3,2012,10,18,18,0.0,0.0,90,4519
11.520000000000039,3,2012,10,18,19,0.0,0.0,100,3427
10.29000000000002,3,2012,10,18,20,0.0,0.0,100,2921
9.360000000000014,3,2012,10,18,21,0.0,0.0,100,2649
8.75,3,2012,10,18,22,0.0,0.0,90,2005
8.700000000000045,3,2012,10,18,23,0.0,0.0,90,1177
8.129999999999995,4,2012,10,19,0,0.0,0.0,90,699
7.82000000000005,4,2012,10,19,1,0.0,0.0,87,436
7.2900000000000205,4,2012,10,19,2,0.0,0.0,87,353
7.2900000000000205,4,2012,10,19,2,0.0,0.0,87,353
6.8700000000000045,4,2012,10,19,3,0.0,0.0,87,399
6.640000000000043,4,2012,10,19,4,0.0,0.0,87,720
6.640000000000043,4,2012,10,19,4,0.0,0.0,87,720
6.640000000000043,4,2012,10,19,4,0.0,0.0,87,720
6.640000000000043,4,2012,10,19,4,0.0,0.0,87,720
6.590000000000032,4,2012,10,19,5,0.0,0.0,87,2370
6.590000000000032,4,2012,10,19,5,0.0,0.0,87,2370
6.5,4,2012,10,19,6,0.0,0.0,87,5162
6.5,4,2012,10,19,6,0.0,0.0,87,5162
6.5,4,2012,10,19,6,0.0,0.0,87,5162
6.300000000000011,4,2012,10,19,7,0.0,0.0,91,5777
6.300000000000011,4,2012,10,19,7,0.0,0.0,91,5777
6.07000000000005,4,2012,10,19,8,0.0,0.0,91,5235
6.07000000000005,4,2012,10,19,8,0.0,0.0,91,5235
6.07000000000005,4,2012,10,19,8,0.0,0.0,91,5235
6.2000000000000455,4,2012,10,19,9,0.0,0.0,91,4606
6.2000000000000455,4,2012,10,19,9,0.0,0.0,91,4606
6.770000000000039,4,2012,10,19,10,0.0,0.0,91,4328
7.2900000000000205,4,2012,10,19,11,0.0,0.0,90,4282
7.850000000000023,4,2012,10,19,12,0.0,0.0,90,4489
8.360000000000014,4,2012,10,19,13,0.0,0.0,90,4908
8.78000000000003,4,2012,10,19,14,0.0,0.0,92,5620
8.79000000000002,4,2012,10,19,15,0.0,0.0,92,5849
8.79000000000002,4,2012,10,19,15,0.0,0.0,92,5849
9.120000000000005,4,2012,10,19,16,0.0,0.0,92,4945
9.260000000000048,4,2012,10,19,17,0.0,0.0,92,4619
9.060000000000002,4,2012,10,19,18,0.0,0.0,90,4479
8.54000000000002,4,2012,10,19,19,0.0,0.0,75,3804
8.110000000000014,4,2012,10,19,20,0.0,0.0,90,2908
7.510000000000048,4,2012,10,19,21,0.0,0.0,92,2942
7.28000000000003,4,2012,10,19,22,0.0,0.0,92,3077
7.28000000000003,4,2012,10,19,22,0.0,0.0,92,3077
6.9500000000000455,4,2012,10,19,23,0.0,0.0,92,2051
6.9500000000000455,4,2012,10,19,23,0.0,0.0,92,2051
